source,author,title,description,category,coverage,url
Fox Sports,Melissa Rohlin,LeBron James to clap back at Nuggets' trash talk? 'There will be a time',"With the Los Angeles Lakers and Denver Nuggets' season opener around the corner, LeBron James weighed in on all the trash talk he has absorbed.",,,https://www.foxsports.com/stories/nba/lebron-james-to-clap-back-at-nuggets-trash-talk-there-will-be-a-time
Fox Sports,,Sixers will start regular season without James Harden 'unless something changes',The Philadelphia 76ers finished their entire preseason schedule without James Harden playing for them.,,,https://www.foxsports.com/stories/nba/sixers-will-start-regular-season-without-james-harden-unless-something-changes
Fox Sports,,What we learned in NFL Week 7: Lamar Jackson as MVP frontrunner; Travis Kelce's immense value,"Lamar Jackson is an MVP frontrunner, Travis Kelce showed why he's as valuable to his team as any pass-catcher in the NFL — and that's just a small part of what we learned in Week 7.",,,https://www.foxsports.com/stories/nfl/what-we-learned-in-nfl-week-7-lamar-jackson-as-mvp-frontrunner-travis-kelces-immense-value
Fox Sports,Yaron Weitzman,"NBA Teams Tiers: It's title or bust for the Nuggets, Bucks, Celtics and Suns","The Lakers and Grizzlies got stronger over the summer, but they're still a tier below the true contenders in the NBA.",,,https://www.foxsports.com/stories/nba/nba-teams-tiers-its-title-or-bust-for-the-nuggets-bucks-celtics-and-suns
Fox Sports,,Spurs' Victor Wembanyama already setting the tone for rookie season,"Victor Wembanyama’s first win with the Spurs came with no fans and no referees. It was, of all things, an art contest.",,,https://www.foxsports.com/stories/nba/spurs-victor-wembanyama-already-setting-the-tone-for-rookie-season
Fox Sports,Patrick Everson,Sportsbooks win big in NFL Week 7 thanks to Patriots upset of Bills; college bettors also lose with USC,"Sportsbooks won big in NFL Week 7 as the Patriots' upset of the Bills blew up parlays, and USC losing to Utah was bad for bettors, Patrick Everson reports.",,,https://www.foxsports.com/stories/nfl/sportsbooks-win-big-in-nfl-week-7-thanks-to-patriots-upset-of-bills-college-bettors-also-lose-with-usc
Fox Sports,Greg Auman,"Despite three red-zone fumbles, Falcons still beat Bucs to grab first place","Both teams struggled near the goal line, but Atlanta hit a field goal as time expired to beat the Bucs and move into first place in the NFC South.",,,https://www.foxsports.com/stories/nfl/despite-three-red-zone-fumbles-falcons-still-beat-bucs-to-grab-first-place
Fox Sports,Ralph Vacchiano,Eagles defense smothers Dolphins' electric attack in impressive win,"Philadelphia's defense shut down the NFL's most dangerous offense, showing the Eagles have many ways to beat anyone they play.",,,https://www.foxsports.com/stories/nfl/eagles-defense-smothers-dolphins-electric-attack-impressive-win
Fox Sports,Bucky Brooks,"NFL top-10 rankings: Chiefs hold top spot; Eagles, Ravens rise; Dolphins, Lions fall","Kansas City stays No. 1, but the rest of the rankings are a jumble as the Eagles and Ravens fly high while the Dolphins and Lions regroup.",,,https://www.foxsports.com/stories/nfl/nfl-top-10-rankings-chiefs-hold-top-spot-eagles-ravens-rise-dolphins-lions-fall
Fox Sports,Patrick Everson,Sportsbooks win big via Patriots upset; college bettors fall flat with USC loss,"Sportsbooks won big in NFL Week 7, as the Patriots' shocking outright win over the Bills blew up parlays, Patrick Everson reports.",,,https://www.foxsports.com/stories/nfl/sportsbooks-win-big-via-patriots-upset-college-bettors-fall-flat-with-usc-loss
NBC News,Variety,Taylor Swift asks fans not to throw objects on stage,"Taylor Swift asked fans at her Buenos Aires concert on Sunday night to not throw objects on stage, saying “it really freaks me out.”",,,https://www.nbcnews.com/pop-culture/taylor-swift-asks-fans-not-throw-objects-stage-buenos-aires-rcna124930
NBC News,"Ariana Brockington, TODAY",Taylor Swift kisses Travis Kelce on the cheek in Instagram photo,Taylor Swift and Travis Kelce are getting just a little bit more cozy in a new snap that has fans buzzing.,,,https://www.nbcnews.com/pop-culture/pop-culture-news/taylor-swift-kisses-travis-kelce-cheek-instagram-photo-rcna121784
NBC News,"Rachel Abrahamson, TODAY and Sarah Lemire, TODAY and Elena Nicolaou, TODAY",'TODAY' hosts dress up as music icons for Halloween. See who was Taylor Swift.,"Savannah Guthrie joined her ""TODAY"" co-hosts in celebrating music icons on Halloween, dressed as one of her favorite singers, Taylor Swift.",,,https://www.nbcnews.com/news/us-news/savannah-guthrie-taylor-swift-halloween-see-joined-stage-rcna122976
NBC News,Angela Yang,Travis Kelce reacts to Taylor Swift changing 'Karma' lyrics to reference the Chiefs,Kansas City Chiefs tight end Travis Kelce appeared just as surprised as concertgoers when he received an onstage shoutout from Taylor Swift during her Eras Tour show in Argentina.,,,https://www.nbcnews.com/pop-culture/celebrity/travis-kelce-reacts-taylor-swift-karma-lyric-change-rcna124807
NBC News,Kaetlyn Liddy,‘1989 (Taylor’s Version)’ is coming. Here’s what to know.,"‘1989 (Taylor’s Version)’ features vault tracks: “Now That We Don’t Talk,” “Suburban Legends,” “Say Don’t Go,” “Is It Over Now?” and “‘Slut!’”",,,https://www.nbcnews.com/pop-culture/1989-taylors-version-what-to-know-rcna122332
NBC News,Elizabeth Both and Annie Hill,Gaza's main hospital 'no longer functioning' and Tim Scott suspends campaign: Morning Rundown,Get everything you need to know to start your day. Sign up to get the Morning Rundown newsletter to your email inbox.,,,https://www.nbcnews.com/news/november-13-2023-morning-rundown-rcna124846
NBC News,"Sarah Whitten, CNBC",Taylor Swift’s Eras Tour concert film takes its final bow at the box office this weekend,Taylor Swift takes her final bow at the movie box office this weekend.,,,https://www.nbcnews.com/pop-culture/pop-culture-news/taylor-swifts-eras-tour-concert-film-takes-final-bow-box-office-weeken-rcna123584
NBC News,Hanna Park,NewJeans says they’re more than solely K-pop stars as they break global barriers,NewJeans is reflecting on being the first K-pop girl group to be nominated for the “Top Billboard Global (Excl. U.S.) Artist” award.,,,https://www.nbcnews.com/news/asian-america/new-jeans-billboard-award-rcna123225
NBC News,Rebecca Cohen and David K. Li,Taylor Swift cancels Friday night show in Buenos Aires after Travis Kelce arrives in Argentina,Taylor Swift called off her Friday night Eras Tour show in Buenos Aires due to intense rain even after Travis Kelce showed up to watch her perform.,,,https://www.nbcnews.com/pop-culture/celebrity/taylor-swift-cancels-show-buenos-aires-travis-kelce-arrives-argentina-rcna124532
NBC News,Rebecca Cohen and Katie Distler,"Taylor Swift's headed to Argentina for her Eras Tour — Travis Kelce plans to be there, too","Taylor Swift has been on the sidelines rooting Travis Kelce on while he works, and now, he's expected to travel to Argentina as her Eras Tour resumes.",,,https://www.nbcnews.com/pop-culture/celebrity/taylor-swift-travis-kelce-argentina-eras-tour-rcna124327
NBC News,"Drew Weisholtz, TODAY",Travis Kelce reacts to fans joking he pushed Taylor Swift’s security guard aside,Travis Kelce is clearing the air about whether he got a little too handsy with security while out with rumored girlfriend Taylor Swift last weekend in New York City.,,,https://www.nbcnews.com/pop-culture/pop-culture-news/travis-kelce-reacts-fans-joking-pushed-taylor-swifts-security-guard-rcna121018
NBC News,Rebecca Cohen,"Chiefs lose, Travis Kelce has a tough day in Taylor Swift's absence","High-profile tight end Travis Kelce underperformed against expectations Sunday in the Kansas City Chiefs' loss to the Denver Broncos — and his reported sweetheart, Taylor Swift, wasn't there to see it.",,,https://www.nbcnews.com/pop-culture/pop-culture-news/chiefs-lose-travis-kelce-tough-day-taylor-swifts-absence-rcna122709
NBC News,Angela Yang,How Taylor Swift and Travis Kelce are inspiring people to raise their dating standards,It’s a love story that people just want to say yes to: Taylor Swift and Travis Kelce — who have been rumored to be dating since September — are inspiring people to step up their own dating expectations.,,,https://www.nbcnews.com/pop-culture/celebrity/taylor-swift-travis-kelce-relationship-raising-dating-standards-rcna124991
Newsweek,Thomas Westerholm,Travis Kelce Reportedly Bought a $6 Million Mansion 'For Privacy',"As Travis Kelce and Taylor Swift continue to dominate headlines, Kelce reportedly purchased an expensive mansion in a gated community for additional privacy.",,,https://www.newsweek.com/travis-kelce-reportedly-bought-6-million-mansion-privacy-1836215
Newsweek,Thomas Westerholm,"Travis Kelce Talks About Date With Taylor Swift, 'Electric' SNL Appearance","Chiefs star Travis Kelce called his Saturday Night Live appearance ""electric"" and talked about his date with Taylor Swift on the New Heights podcast.",,,https://www.newsweek.com/taylor-kelce-talks-about-electric-snl-appearance-date-taylor-swift-1835850
Newsweek,Billie Schwab Dunn,Taylor Swift's Voting Message Sparks Outrage,Some fans have criticized the pop superstar for not making a statement about the ongoing Israel-Hamas conflict.,,,https://www.newsweek.com/taylor-swift-voting-message-sparks-outrage-1841802
Newsweek,Thomas Westerholm,"Travis Kelce, Taylor Swift Timeline: How Kelce Played Since Going Public",Travis Kelce and Taylor Swift started making headlines in July. How has the Kansas City Chiefs star performed since the couple went public?,,,https://www.newsweek.com/travis-kelce-taylor-swift-timeline-how-he-played-since-going-public-1836592
Newsweek,Billie Schwab Dunn,What Travis Kelce's Parents Have Said About Taylor Swift,The relationship between Swift and Kelce has captivated pop fans and sports aficionados alike and now Kelce's parents have shared their thoughts.,,,https://www.newsweek.com/travis-kelces-parents-thoughts-taylor-swift-1837340
Newsweek,Maura Zurick,Taylor Swift Responds to Witchcraft Taunts With Extraordinary Video,Swift has been fending off sorcery and witchcraft rumors for the past several weeks as she travels the world on her sixth concert tour.,,,https://www.newsweek.com/taylor-swift-responds-witchcraft-taunts-extraordinary-video-1843388
Newsweek,Sophie Lloyd,"Video of Taylor Swift, Patrick Mahomes' Wife Sparks Outrage","The singer was spotted hanging with Brittany Mahomes, but their friendship ignited a surprising amount of uproar amongst football fans.",,,https://www.newsweek.com/taylor-swift-patrick-mahomes-wife-brittany-sparks-outrage-1836802
Newsweek,Sophie Lloyd,Jimmy Kimmel Mocks Taylor Swift-Brittany Mahomes Handshake,"The pop star's ""secret handshake"" with Brittany Mahomes—wife of Kansas City Chiefs quarterback Patrick Mahomes—took over the internet during Sunday's game.",,,https://www.newsweek.com/jimmy-kimmel-mocks-taylor-swift-brittany-mahomes-handshake-1837173
Newsweek,Thomas Westerholm,Travis Kelce's Performance Without Taylor Swift Present Sparks Questions,"Still, he passed Pro Football Hall of Fame tight end Tony Gonzalez as the Chiefs' all-time leader in receiving yards on Sunday.",,,https://www.newsweek.com/travis-kelce-quiet-game-without-taylor-swift-present-sparks-questions-1841136
Newsweek,Thomas Westerholm,Travis Kelce's Stylist Responds to Taylor Swift Wardrobe Conspiracies,The Kansas City Chiefs star has worn clothes that look like Easter Eggs for Swift's fans. Were the nods to Swift's work intentional?,,,https://www.newsweek.com/travis-kelce-stylist-responds-taylor-swift-wardrobe-conspiracies-1840354
Newsweek,Jamie Body,Travis Kelce's Sweet Bonding Moment With Taylor Swift's Dad,"Travis Kelce and Taylor Swift are the talk of the football and music worlds, with Travis recently getting close to her dad Scott while in Argentina.",,,https://www.newsweek.com/travis-kelce-sweet-bond-taylor-swift-dad-scott-1843967
Newsweek,Billie Schwab Dunn,Taylor Swift's Absence at Travis Kelce Game Sparks Conspiracy Theories,Travis Kelce and Taylor Swift have teased their relationship for months. The singer was absent as the Kansas City Chiefs lost their first game of the season.,,,https://www.newsweek.com/taylor-swift-absence-travis-kelce-game-sparks-conspiracy-theories-1839040
Newsweek,Thomas Westerholm,Bills QB Josh Allen Probably Did Not Call a 'Taylor Swift' Audible,"Astute fans watching the Thursday Night Football broadcast heard Josh Allen call an audible, but did he say ""Taylor Swift"" or ""J.R. Smith?""",,,https://www.newsweek.com/josh-allen-taylor-swift-audible-buffalo-bills-game-1838664
Newsweek,Thomas Westerholm,Travis Kelce Roasted by Social Media Users for His Trademark Filings,The Kansas City Chiefs star might have spotted a few business opportunities as his relationship with Taylor Swift raises his profile.,,,https://www.newsweek.com/travis-kelce-roasted-social-media-users-trademark-filings-1840876
Newsweek,Billie Schwab Dunn,Gigi Hadid Breaks Silence on Taylor Swift's Romance With Travis Kelce,Gigi Hadid has denied she doesn't approve of Taylor Swift's relationship with football star Travis Kelce moving so fast.,,,https://www.newsweek.com/gigi-hadid-taylor-swift-travis-kelce-relationship-rumor-1843547
Newsweek,Billie Schwab Dunn,Taylor Swift's Friendship With Brittany Mahomes Sparks Backlash,"Brittany Mahomes has faced criticism online after she backed her brother-in-law, who has been accused of sexual assault.",,,https://www.newsweek.com/taylor-swift-brittany-mahomes-friendship-sparks-backlash-1841116
Newsweek,Thomas Westerholm,Broncos Troll Chiefs by Playing Taylor Swift in Arena After Big Win,"After their big win, the Denver Broncos used a Swift song to take a swipe against Swift's boyfriend, Travis Kelce, and his Kansas City Chiefs.",,,https://www.newsweek.com/broncos-troll-chiefs-playing-taylor-swift-arena-after-big-win-1839135
Newsweek,Thomas Westerholm,Travis Kelce Addresses Whether He Is in Love With Taylor Swift,The Kansas City Chiefs star kept his cards close to the vest when a reporter in Germany asked him about his feelings for Swift.,,,https://www.newsweek.com/travis-kelce-addresses-whether-he-love-taylor-swift-1840808
Newsweek,Thomas Westerholm,Travis Kelce Reportedly Will Travel to Argentina to Visit Taylor Swift,The Kansas City Chiefs star will use the team's bye week to visit Swift during the international leg of her Eras Tour.,,,https://www.newsweek.com/travis-kelce-reportedly-will-travel-argentina-visit-taylor-swift-1842378
Newsweek,Thomas Westerholm,Andy Reid Says Opposing Coaches Don't Call Him About Taylor Swift,"The Kansas City Chiefs coach said he is happy that star tight end Travis Kelce has ""found somebody he likes.""",,,https://www.newsweek.com/andy-reid-opposing-coaches-dont-call-him-about-taylor-swift-1843672
Newsweek,Thomas Westerholm,Travis Kelce's Mom Reassures Chiefs Fans With Concerns About Taylor Swift,"Donna Kelce believes the Chiefs star has ""a fire within him to prove everyone wrong"" that will help him handle this season.",,,https://www.newsweek.com/travis-kelce-mom-reassures-chiefs-fans-concerns-about-taylor-swift-1840724
Newsweek,Jack Beresford,House's Taylor Swift and Travis Kelce-Inspired Halloween Display Goes Viral,"One TikTok user wrote it was the ""best Halloween house ever,"" in response to the display featuring the celebrity couple.",,,https://www.newsweek.com/taylor-swift-travis-kelce-halloween-display-video-1837395
Newsweek,Robert Read,Travis Kelce Saw Taylor Swift Perform in Argentina. Here's What Happened,"Kelce was spotted at Swift's Eras Tour show in Argentina on Saturday, with the pop star having a surprise in store for her guest.",,,https://www.newsweek.com/travis-kelce-saw-taylor-swift-perform-argentina-heres-what-happened-1842968
Newsweek,Jack Beresford,Cat's Hilarious Reaction to Owner Singing Taylor Swift Song—'Airplane Mode',"""As soon as the music begins, she runs down the stairs and just stares at me,"" Zelda's owner told Newsweek.",,,https://www.newsweek.com/cat-hilarious-reaction-owner-singing-taylor-swift-song-airplane-mode-1841192
Newsweek,Billie Schwab Dunn,Taylor Swift Asks Fans to Stop Doing One Thing at Her Concerts,"""This is how you communicate to your fans. Such a class act,"" one X user wrote after a video of Swift's comment went viral.",,,https://www.newsweek.com/taylor-swift-reveals-fan-behavior-that-freaks-her-out-1843154
Newsweek,Sophie Lloyd,Travis Kelce's Brother Highlights the Dark Side of Taylor Swift Romance,"The media storm surrounding his brother and the behavior of the paparazzi is raising ""alarms"" for the football star's brother Jason Kelce.",,,https://www.newsweek.com/travis-kelce-brother-jason-kelce-dark-side-taylor-swift-romance-1838235
Newsweek,Thomas Westerholm,Josh Dobbs Replaces Taylor Swift as Header for Official NFL X Account,"After joining the Minnesota Vikings in the wake of Kirk Cousins' injury, Dobbs is one of the most feel-good stories in the NFL.",,,https://www.newsweek.com/nfl-official-x-account-switches-header-taylor-swift-josh-dobbs-1843115
Newsweek,Jon Jackson,Video: Trump Takes Stage to 'J6 Hostages' Song That 'Beat Taylor Swift',The former president touted the popularity of a song that features his voice.,,,https://www.newsweek.com/video-trump-takes-stage-j6-hostages-song-that-beat-taylor-swift-1840525
Newsweek,Ryan Smith,How Taylor Swift's 'Eras' Movie Box Office Compares to 'Sound of Freedom',"The pop star has seen a strong opening with her concert film, placing her project high on the list of 2023's top earners.",,,https://www.newsweek.com/taylor-swift-eras-movie-box-office-compares-sound-freedom-1835321
Newsweek,Billie Schwab Dunn,Harry Styles Made a Big Change and Fans Are Shaken,"Fans have taken to X, formerly known as Twitter, to share their heartbreak over the singer's shock decision.",,,https://www.newsweek.com/harry-styles-big-change-shakes-fans-1842580
Newsweek,Sophie Lloyd,Brutal Travis and Jason Kelce Comparison Goes Viral,"Jason Kelce was a finalist for People Magazine's ""Sexiest Man of the Year"" 2023, while brother Travis Kelce didn't make list.",,,https://www.newsweek.com/travis-jason-kelce-comparison-viral-1843209
Newsweek,Joe Kozlowski,Former Chiefs GM Scott Pioli Provides Valuable Perspective on Travis Kelce,"Should No. 87 fall flat in his next game, there will be plenty of critical comments about his international escapade to Taylor Swift's show.",,,https://www.newsweek.com/former-chiefs-gm-scott-pioli-provides-perspective-travis-kelce-1843945
Newsweek,Meghan Roos,What to Know About the Dolly Parton Event Hitting Theaters Soon,"The first-listen event for Parton's new ""Rockstar"" album is set to land in theaters on November 15.",,,https://www.newsweek.com/what-know-about-dolly-parton-event-hitting-theaters-soon-1837916
Newsweek,Shannon Power,Brittany Mahomes' Skims Ad Sparks Backlash,Brittany and Patrick Mahomes star in a campaign for Kim Kardashian's Skims clothes brand ahead of the holidays.,,,https://www.newsweek.com/brittany-mahomes-kim-kardashian-skims-taylor-swift-1842757
Newsweek,Joe Kozlowski,"Travis Kelce's Bye Week Plans Aren't a Problem, Even if Your Gut Says So","If Travis Kelce is in fact traveling south for his bye week, that's not something to criticize him for.",,,https://www.newsweek.com/travis-kelce-bye-week-plans-arent-problem-1842298
Newsweek,Billie Schwab Dunn,Travis Kelce Goes Viral for Bizarre Game Behavior,"A video of Travis Kelce barking at a Los Angeles Chargers player during the game on Sunday has gone viral, with fans divided over the footage.",,,https://www.newsweek.com/travis-kelce-bizarre-game-behaviour-goes-viral-1838263
Newsweek,Thomas Westerholm,Who Is Chargers Superfan Merianne Do? 5 Things We Know After She Went Viral,Los Angeles Chargers fan Merianne Do went viral when the Chargers played the Dallas Cowboys for her wild celebrations. What do we know about her?,,,https://www.newsweek.com/who-chargers-superfan-merianne-do-5-things-we-know-after-she-went-viral-1838776
Newsweek,Ryan Smith,Kellyanne Conway's Daughter Slams 'Clown' Marjorie Taylor Greene,Claudia Conway has criticized Greene after the Georgia Republican's bill to see Transportation Secretary Pete Buttigieg's salary slashed to $1.,,,https://www.newsweek.com/kellyanne-conway-claudia-clown-marjorie-taylor-greene-pete-buttigieg-1841844
Newsweek,Thomas Westerholm,Travis Kelce Might Go 'Closer to the Equator' During Chiefs Bye Week,"On his podcast, the Kansas City Chiefs star told his brother Jason that he plans to go ""somewhere sunny"" during his week off.",,,https://www.newsweek.com/travis-kelce-might-go-somewhere-sunny-during-chiefs-bye-week-1842042
Newsweek,H. Alan Scott,What is Going On with Jada Pinkett Smith?,Can we all agree that Jada Pinkett Smith is the most confusing person in American right now? It's impossible to keep up with everything she's saying.,,,https://www.newsweek.com/what-going-jada-pinkett-smith-1835191
Newsweek,Jamie Body,"Patrick Mahomes' Mom Slams Bullies Amid Jackson, Brittany Backlash","The mother of Patrick and Jackson Mahomes, Randi Martin, has shared several messages online that fans are deciphering.",,,https://www.newsweek.com/patrick-mahomes-mom-slams-bullies-amid-jackson-brittany-backlash-1840604
Newsweek,Thomas Westerholm,Jason Kelce Got Drug Test From NFL After Big Birthday Win,The Philadelphia Eagles center also had a viral altercation with Dallas Cowboys linebacker Damone Clark on a busy Sunday.,,,https://www.newsweek.com/jason-kelce-drug-test-nfl-birthday-1841183
Newsweek,Joe Kozlowski,Aaron Rodgers' Social Media Has Old Teammate Thinking About Early Return,When could Aaron Rodgers take the field for the New York Jets? A social media post may have highlighted a specific date.,,,https://www.newsweek.com/aaron-rodgers-social-media-has-old-teammate-thinking-about-early-return-1841311
Newsweek,Robert Read,NFL Week 7 Winners and Losers: Eagles Slow Down Dolphins Offense in SNF Win,The Eagles managed to mostly contain the top-ranked Dolphins offense in a 31-17 win on Sunday Night Football.,,,https://www.newsweek.com/nfl-week-7-winners-losers-1837057
Newsweek,Joe Kozlowski,Travis Kelce's New Business Venture Isn't a Touchdown With Chiefs Fans,"Think Travis Kelce has the Midas touch? Well, one of his newer endeavors isn't receiving the greatest reception online.",,,https://www.newsweek.com/travis-kelce-new-business-venture-isnt-touchdown-cheifs-fans-1840854
Newsweek,Robert Read,Patrick Mahomes Joining ESPN's ManningCast After Failed 'Audition' For Show,The Kansas City Chiefs quarterback was featured in an Omaha Productions skit with Peyton and Eli Manning over the summer.,,,https://www.newsweek.com/patrick-mahomes-joining-espn-manningcast-1843371
Newsweek,Thomas Westerholm,Shannon Sharpe: Travis Kelce at World Series Game 1 Was a 'Horrible' Look,"The former NFL tight end believes it was a ""horrible look"" for Chiefs star to travel to a World Series game on the Friday before he played the Broncos.",,,https://www.newsweek.com/shannon-sharpe-travis-kelce-world-series-game-1-horrible-look-1839216
Newsweek,Thomas Westerholm,Jason Kelce (Not Travis) Named One of People's Sexist Men Alive,"The Philadelphia Eagles center told the publication he and his family are ""just trying to have fun"" as his fame soars.",,,https://www.newsweek.com/jason-kelce-not-travis-named-one-people-sexiest-men-alive-1841888
Newsweek,Thomas Westerholm,Jason Kelce Came Into Her Hot Dog Restaurant and 'Tried To Roast the Queen',"The Eagles center made a good impression on employees at Wiener's Circle, including resident trash-talker Poochie Rollins.",,,https://www.newsweek.com/jason-kelce-came-her-restaurant-tried-roast-queen-1843550
Newsweek,Omar Mohammed,Americans Are Earning More Even as They Complain About the Economy,"Wages are rising, but Americans still feel the economy is headed in the wrong direction.",,,https://www.newsweek.com/americans-earning-more-complaining-about-economy-1839562
Newsweek,James Bickerton,Mike Johnson Has Already Made His First Mistake,Speaker Johnson has caused controversy by demanding an IRS funding cut in return for aid to Israel.,,,https://www.newsweek.com/mike-johnson-has-already-made-his-first-mistake-1839629
Newsweek,Nubyjas Wilborn,Lamar Jackson Leads the Best Performers of Week 7 in the NFL,"Quarterbacks took the stage again this week, leading their teams to victory.",,,https://www.newsweek.com/nfl-best-performers-week-7-lamar-jackson-1837110
Newsweek,Sean O'Driscoll,Donald Trump's January 6 Choir Comes Back To Haunt Him,Special prosecutor Jack Smith says that Trump's use of recordings of the choir at campaign rallies shows that he is glorifying the Capitol riot.,,,https://www.newsweek.com/donald-trump-january-6-choir-jack-smith-indictment-1841822
Newsweek,Omar Mohammed,Biden Gets Bad Economic News as Polls Spell Disaster,Consumers expect inflation to be high in 2024 just as President Joe Biden will be seeking re-election.,,,https://www.newsweek.com/biden-gets-bad-economic-news-polls-spell-disaster-1842800
Newsweek,Joe Kozlowski,Travis Kelce Salary: How Much Does the Chiefs Tight End Make?,Travis Kelce is sitting squarely in the center of the pop-culture spotlight. Have you ever wondered about his earning power with the Chiefs?,,,https://www.newsweek.com/travis-kelce-salary-how-much-does-chiefs-tight-end-make-1836611
Newsweek,Billie Schwab Dunn,Rob Schneider Under Fire Over Travis Kelce Comment,"""Not true just more lies,"" one person wrote, while another added: ""Not sure Travis knows who Rob even is.""",,,https://www.newsweek.com/rob-schneider-under-fire-over-travis-kelce-comment-1841548
Newsweek,Dorie Clark,Here's the Real Threat from AI Right Now (Just Ask My Son),A content farm used AI to write the author's biography. Most of it was wrong.,,,https://www.newsweek.com/2023/11/24/heres-real-threat-ai-right-now-just-ask-my-son-1843729.html
Newsweek,Joe Kozlowski,"Josh Dobbs Isn't a Just Viral Story, He's a Valuable Lesson for Sports Fans","While the Vikings quarterback has become the talk of the NFL over the past couple of weeks, he's more than just a feel-good story.",,,https://www.newsweek.com/josh-dobbs-isnt-just-viral-story-valuable-lesson-1843269
Newsweek,Ryan Smith,Kellyanne Conway's Daughter Slams Governments Over Israel-Hamas War,"""My heart is shattered after seeing what has happened in the last 30 hours in Gaza and in Israel,"" Claudia Conway said.",,,https://www.newsweek.com/kellyanne-conway-daughter-claudia-slams-governments-israel-hamas-war-1836011
Newsweek,Joe Kozlowski,The KC Chiefs Have a Ready-Made Insurance Policy for Nick Bolton's Injury,"While seeing starting linebacker Nick Bolton go down injured isn't ideal, the Kansas City Chiefs are well positioned to cope with his absence.",,,https://www.newsweek.com/kc-chiefs-have-ready-made-insurance-policy-nick-bolton-injury-drue-tranquill-1836895
Newsweek,H. Alan Scott,Dolly the Disruptor: The Queen of Country's Barrier-Breaking Milestones,"A timeline of Dolly Parton's iconic career—when she pioneered the pop-country crossover, paved the way for female artists and showed the world compassion wins.",,,https://www.newsweek.com/2023/11/17/dolly-disruptor-queen-countrys-barrier-breaking-milestones-1839373.html
Newsweek,H. Alan Scott,"Exclusive: Dolly Parton on Rock, Rhinestones and Her Genre-Busting Career","The queen of country talks to Newsweek about her new rock album, iconic style and music industry breakthroughs: 'I just do what my heart tells me.""",,,https://www.newsweek.com/2023/11/10/exclusive-dolly-parton-rock-rhinestones-her-genre-busting-career-1839246.html
USA Today,Cory Woodroof,Taylor Swift ran and kissed Travis Kelce at her Eras Tour concert stop in Argentina,"Well, Taylor Swift and Travis Kelce sure seem to like each other.",,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-big-kiss-eras-tour-music-celebrity-news
USA Today,Charles Curtis,Travis Kelce has the smoothest answer when asked if he's in love with Taylor Swift,"IS TRAVIS KELCE IN LOVE WITH TAYLOR SWIFT? He actually has an answer beyond ""no comment.""",,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-in-love-question-answer-video
USA Today,Charles Curtis,Will Taylor Swift show up to Chiefs - Eagles to cheer on Travis Kelce? 5 reasons the stars are aligning,Let's break down why Taylor Swift could make it happen on Monday.,,,https://ftw.usatoday.com/lists/taylor-swift-eagles-chiefs-travis-kelce-schedule
USA Today,Caroline Darney,Olive Garden chimes in on an old Travis Kelce tweet with a fun Taylor Swift lyric change,Let's head down to the ole Garden and get some breadsticks and listen to Taylor Swift.,,,https://ftw.usatoday.com/2023/11/olive-garden-travis-kelce-tweet-taylor-swift
USA Today,Charles Curtis,"Taylor Swift and Travis Kelce will be 'engaged by May,' predicts actress Hilarie Burton",We're sure Taylor Swift fans are hoping this prediction comes true.,,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-engaged-prediction-hilarie-burton
USA Today,Charles Curtis,The Taylor Swift and Brittany Mahomes secret handshake after Chiefs TDs is just the most fun,You have to love the Taylor Swift and Brittany Mahomes choreographed handshake.,,,https://ftw.usatoday.com/2023/10/taylor-swift-brittany-mahomes-secret-handshake-travis-kelce-video
USA Today,Charles Curtis,Video shows all the times Taylor Swift sang to Travis Kelce at the Eras Tour in Argentina,Taylor Swift made sure Travis Kelce knew she was singing to him.,,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-eras-tour-singing-video
USA Today,Mary Clarke,Travis Kelce really appreciated everyone dressing up as him and Taylor Swift on Halloween,All the Travis Kelce and Taylor Swift Halloween costumes were approved by the man himself!,,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-halloween-costumes-new-heights-podcast
USA Today,Caroline Darney,Fans speculate Travis Kelce keeps texting Taylor Swift during episodes of New Heights podcast,"Honestly, if we could text Taylor Swift, we'd be doing it all the time, too.",,,https://ftw.usatoday.com/2023/11/travis-kelce-texting-taylor-swift-new-heights-podcast
USA Today,Charles Curtis,Tyreek Hill jokes Taylor Swift fans are 'a dangerous crew' after Travis Kelce question,He knew it would be trouble if he said something negative about Taylor Swift and Travis Kelce.,,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-tyreek-hill-fans-quote
USA Today,Mary Clarke,Travis Kelce had a really good reason for missing Taylor Swift's first Eras Tour show in Argentina,Travis Kelce was in Kansas City for an important event while Taylor Swift kicked off her first show in Argentina.,,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-eras-tour-argentina-patrick-mahomes-charity
USA Today,Charles Curtis,"How Taylor Swift could make it to a Travis Kelce Chiefs Super Bowl while on tour, according to Drew Barrymore",Drew Barrymore figured out how Taylor Swift could see Travis Kelce play the Super Bowl in person.,,,https://ftw.usatoday.com/2023/11/taylor-swft-travis-kelce-eras-tour-super-bowl-schedule-drew-barrymore
